#	x_axis	y_axis
	 0	-nan
	 0.00234375	-nan
	 0.0046875	-nan
	 0.00703125	-nan
	 0.009375	-nan
	 0.0117188	-nan
	 0.0140625	-nan
	 0.0164063	-nan
	 0.01875	-nan
	 0.0210938	-nan
	 0.0234375	-nan
	 0.0257813	-nan
	 0.028125	-nan
	 0.0304688	-nan
	 0.0328125	-nan
	 0.0351562	-nan
	 0.0375	-nan
	 0.0398438	-nan
	 0.0421875	-nan
	 0.0445313	-nan
	 0.046875	-nan
	 0.0492188	-nan
	 0.0515625	-nan
	 0.0539063	-nan
	 0.05625	-nan
	 0.0585938	-nan
	 0.0609375	-nan
	 0.0632813	-nan
	 0.065625	-nan
	 0.0679688	-nan
	 0.0703125	-nan
	 0.0726563	-nan
	 0.075	-nan
	 0.0773438	-nan
	 0.0796875	-nan
	 0.0820312	-nan
	 0.084375	-nan
	 0.0867188	-nan
	 0.0890625	-nan
	 0.0914063	-nan
	 0.09375	-nan
	 0.0960938	-nan
	 0.0984375	-nan
	 0.100781	-nan
	 0.103125	-nan
	 0.105469	-nan
	 0.107813	-nan
	 0.110156	-nan
	 0.1125	-nan
	 0.114844	-nan
	 0.117188	-nan
	 0.119531	-nan
	 0.121875	-nan
	 0.124219	-nan
	 0.126563	-nan
	 0.128906	-nan
	 0.13125	-nan
	 0.133594	-nan
	 0.135938	-nan
	 0.138281	-nan
	 0.140625	-nan
	 0.142969	-nan
	 0.145313	-nan
	 0.147656	-nan
	 0.15	-nan
	 0.152344	-nan
	 0.154688	-nan
	 0.157031	-nan
	 0.159375	-nan
	 0.161719	-nan
	 0.164062	-nan
	 0.166406	-nan
	 0.16875	-nan
	 0.171094	-nan
	 0.173438	-nan
	 0.175781	-nan
	 0.178125	-nan
	 0.180469	-nan
	 0.182813	-nan
	 0.185156	-nan
	 0.1875	-nan
	 0.189844	-nan
	 0.192188	-nan
	 0.194531	-nan
	 0.196875	-nan
	 0.199219	-nan
	 0.201563	-nan
	 0.203906	-nan
	 0.20625	-nan
	 0.208594	-nan
	 0.210938	-nan
	 0.213281	-nan
	 0.215625	-nan
	 0.217969	-nan
	 0.220313	-nan
	 0.222656	-nan
	 0.225	-nan
	 0.227344	-nan
	 0.229688	-nan
	 0.232031	-nan
	 0.234375	-nan
	 0.236719	-nan
	 0.239063	-nan
	 0.241406	-nan
	 0.24375	-nan
	 0.246094	-nan
	 0.248438	-nan
	 0.250781	-nan
	 0.253125	-nan
	 0.255469	-nan
	 0.257812	-nan
	 0.260156	-nan
	 0.2625	-nan
	 0.264844	-nan
	 0.267188	-nan
	 0.269531	-nan
	 0.271875	-nan
	 0.274219	-nan
	 0.276563	-nan
	 0.278906	-nan
	 0.28125	-nan
	 0.283594	-nan
	 0.285938	-nan
	 0.288281	-nan
	 0.290625	-nan
	 0.292969	-nan
	 0.295313	-nan
	 0.297656	-nan
	 0.3	-nan
	 0.302344	-nan
	 0.304688	-nan
	 0.307031	-nan
	 0.309375	-nan
	 0.311719	-nan
	 0.314063	-nan
	 0.316406	-nan
